assessment_id,id_no,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,legend,subspecies,subpop,dist_comm,island,tax_comm,source,basisofrec,event_year,longitude,latitude
61987933,61987931,Mesua ferrea,1,1,1,Devika M.A. & Amitha Bachan Kh,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,HIFP,PreservedSpecimen,1978,75.325,13.225
61987933,61987931,Mesua ferrea,1,1,1,Devika M.A. & Amitha Bachan Kh,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,HIFP,PreservedSpecimen,1978,75.325,13.5
61987933,61987931,Mesua ferrea,1,1,1,Devika M.A. & Amitha Bachan Kh,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,HIFP,PreservedSpecimen,1978,75.335097,13.191691
61987933,61987931,Mesua ferrea,1,1,1,Devika M.A. & Amitha Bachan Kh,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,HIFP,PreservedSpecimen,1978,76.475,8.64722
61987933,61987931,Mesua ferrea,1,1,1,Devika M.A. & Amitha Bachan Kh,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,HIFP,PreservedSpecimen,1992,92.75053,11.767041
61987933,61987931,Mesua ferrea,1,1,1,Devika M.A. & Amitha Bachan Kh,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,HIFP,PreservedSpecimen,2013,75.6667,12.55
61987933,61987931,Mesua ferrea,1,1,1,Devika M.A. & Amitha Bachan Kh,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,IBSC,PreservedSpecimen,1955,100.8,22.02
61987933,61987931,Mesua ferrea,1,1,1,Devika M.A. & Amitha Bachan Kh,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,IBSC,PreservedSpecimen,1956,97.85,24.02
61987933,61987931,Mesua ferrea,1,1,1,Devika M.A. & Amitha Bachan Kh,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,IBSC,PreservedSpecimen,1974,98.3,24.82
61987933,61987931,Mesua ferrea,1,1,1,Devika M.A. & Amitha Bachan Kh,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,IBSC,PreservedSpecimen,1977,101.57,21.48
61987933,61987931,Mesua ferrea,1,1,1,Devika M.A. & Amitha Bachan Kh,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2015,80.042948,7.066376
61987933,61987931,Mesua ferrea,1,1,1,Devika M.A. & Amitha Bachan Kh,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2016,77.262089,8.695128
61987933,61987931,Mesua ferrea,1,1,1,Devika M.A. & Amitha Bachan Kh,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2017,76.951248,10.295271
61987933,61987931,Mesua ferrea,1,1,1,Devika M.A. & Amitha Bachan Kh,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2017,94.358472,26.678877
61987933,61987931,Mesua ferrea,1,1,1,Devika M.A. & Amitha Bachan Kh,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2018,73.511873,16.651753
61987933,61987931,Mesua ferrea,1,1,1,Devika M.A. & Amitha Bachan Kh,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2018,101.649676,3.125346
61987933,61987931,Mesua ferrea,1,1,1,Devika M.A. & Amitha Bachan Kh,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2018,101.661882,2.831645
61987933,61987931,Mesua ferrea,1,1,1,Devika M.A. & Amitha Bachan Kh,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2018,102.822165,16.476008
61987933,61987931,Mesua ferrea,1,1,1,Devika M.A. & Amitha Bachan Kh,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2019,73.653727,16.072001
61987933,61987931,Mesua ferrea,1,1,1,Devika M.A. & Amitha Bachan Kh,2023,"Amitha Bachan K.H. and Devika, M.A.",Extant (resident),,,,,,iNaturalist,HumanObservation,2019,100.289897,5.438377
