internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
54478,Ghatophryne ornata,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ghatophryne,ornata,,,,,"(Günther, 1876)","There are taxonomic difficulties with this species, and it is possible that <em>Ansonia rubigina</em> is a synonym of it (S.D. Biju pers. comm. 2004). We depart from the taxonomy proposed by Dubois&#160;<em>et al</em>. (2021), who moved this species to the genus&#160;<em>Blaira,&#160;</em>on the basis that it was only published as&#160;<em>Ghatophryne</em>&#160;in an electronic-only journal prior to 2012. This assessment retains it in&#160;<em>Ghatophryne,&#160;</em>as it is the name registered with ZooBank."
54584,Duttaphrynus beddomii,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Duttaphrynus,beddomii,,,,,"(Günther, 1876)",Many museum specimens assigned to <em>Bufo beddomii</em> are misidentifications (Biju 2001).
54593,Duttaphrynus brevirostris,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Duttaphrynus,brevirostris,,,,,"(Rao, 1937)",Records from Kerala are misidentifications (Dinesh<em>&#160;et al. 2</em>009).
54684,Beduka koynayensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Beduka,koynayensis,,,,,"(Soman, 1963)",This species has been moved from the genus <em>Xanthophryne </em>to<em> Beduka</em> by Dubois <em>et al</em>. (2021).
58203,Amolops chakrataensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Amolops,chakrataensis,,,,,"Ray, 1992",
58273,Minervarya keralensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Minervarya,keralensis,,,,,"(Dubois, 1981)","When the first assessment for this species was published (in 2004) it was under the generic name <em>Fejervarya</em>. In 2009, the species was transferred it to the genus <em>Zakerana</em>. <em>Zakerana</em> is now recognized as a junior synonym of <em>Fejervarya</em> (Dinesh <em>et al</em>. 2015), hence the species has been returned to the genus <em>Fejervarya</em>. This taxon has now been moved to the genus&#160;<em>Minervarya</em>&#160;(Sanchez&#160;<em>et al.&#160;</em>2018).<br/><br/>Several species might be currently confused under this name. Specimens collected in the northern part of its range have been found to belong to <em>Fejervarya pierrei</em> Dubois, 1975 (Biju 2001)."
197660098,Indirana beddomii,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIXALIDAE,Indirana,beddomii,,,,,"(Günther, 1876)","This is a restricted concept of this species following the reallocation of syntypes, previously assigned to this species, to <em>Indirana sarojamma</em> (Dahanukar <em>et al.</em> 2016). Records&#160;from Maharashtra have been re-assigned to&#160;<em>Indirana chiravasi</em>&#160;(Dahanukar&#160;<em>et al.</em>&#160;2016)."
58312,Walkerana leptodactyla,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIXALIDAE,Walkerana,leptodactyla,,,,,"(Boulenger, 1882)",This taxon has been moved to the genus <em>Walkerana</em> (Dahanukar<em> et al.</em> 2016).
58314,Walkerana phrynoderma,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIXALIDAE,Walkerana,phrynoderma,,,,,"(Boulenger, 1882)",This taxon has been moved to the genus&#160;<em>Walkerana</em>&#160;(Dahanukar <em>et al. </em>2016).
58377,Micrixalus elegans,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICRIXALIDAE,Micrixalus,elegans,,,,,"(Rao, 1937)","The holotype of this species is lost, and the designation of a neotype is necessary if this proves to be a valid species. Rao (1937) originally described this species as <i>Philautus elegans</i>, but Bossuyt and Dubois (2001) transferred it from the genus <i>Philautus</i> to <i>Micrixalus</i>."
58379,Micrixalus gadgili,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICRIXALIDAE,Micrixalus,gadgili,,,,,"Pillai &amp; Pattabiraman, 1990",
58383,Micrixalus phyllophilus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICRIXALIDAE,Micrixalus,phyllophilus,,,,,"(Jerdon, 1853)",
58385,Micrixalus silvaticus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICRIXALIDAE,Micrixalus,silvaticus,,,,,"(Boulenger, 1882)",Some records attributed to this species might not belong to it (India Red List Assessment Workshop 2004).
58387,Micrixalus thampii,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICRIXALIDAE,Micrixalus,thampii,,,,,"Pillai, 1981",
58395,Nyctibatrachus aliciae,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,aliciae,,,,,"Inger, Shaffer, Koshy &amp; Bakde, 1984",
58399,Nyctibatrachus karnatakaensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,karnatakaensis,,,,,"Dinesh, Radhakrishnan, Manjunatha Reddy &amp; Gururaja, 2007","The original description of this species, as <em>Nyctibatrachus hussaini</em> (Krishnamurthy <em>et al</em>. 2001), did not provide any information about the type specimen. Hence, its taxonomy and nomenclature required further investigation and amendments (Biju 2001, Das and Kunte 2005, S.K. Dutta pers. comm.). Dinesh <em>et al</em>. (2007) provided the replacement name&#160;<em>Nyctibatrachus karnatakaensis</em>."
58401,Nyctibatrachus major,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,major,,,,,"Boulenger, 1882",This species was designated a lectotype and its range redelimited&#160;by&#160;Biju&#160;<em>et al.</em>&#160;(2011).
58402,Nyctibatrachus minor,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,minor,,,,,"Inger, Shaffer, Koshy and Bakde, 1984",
58403,Nyctibatrachus sanctipalustris,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,sanctipalustris,,,,,"Rao, 1920",Biju <em>et al</em>. (2011) has revised the taxonomy of this species and designated a lectotype.
58404,Nyctibatrachus sylvaticus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,sylvaticus,,,,,"Rao, 1937","The holotype of this species is lost, hence Biju <em>et al.</em> (2011) designated a specimen collected in 2007 at Kempholey, Hassan district, Karnataka State as a neotype."
58571,Ingerana charlesdarwini,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Ingerana,charlesdarwini,,,,,"(Das, 1998)","Research into the species validity needs to be prioritised. The key recommended conservation measures include taxonomic research on the generic allocation of this taxon (Das 1998, Chandramouli 2017, Harikrishnan and Vasudevan 2018)."
58788,Chirixalus dudhwaensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Chirixalus,dudhwaensis,,,,,"Ray, 1992","This species has been moved from&#160;<em>Chiromantis&#160;</em>to<em>&#160;Chirixalus</em>, following the removal of the latter genus from synonymy of the former (Chen&#160;<em>et al</em>. 2020)."
58829,Raorchestes chalazodes,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,chalazodes,,,,,"(Günther, 1876)","Bossuyt and Dubois (2001) suggested that this species could be a synonym of <em>Ixalus beddomii</em> Günther, 1876. However, subsequent studies indicate that both species are distinct (Biju and Bossuyt 2009, Garg <em>et al. </em>2021)."
58847,Raorchestes glandulosus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,glandulosus,,,,,"(Jerdon, 1853)",Bossuyt and Dubois (2001) designated a neotype for this species after the type specimen was lost.
58849,Raorchestes griet,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,griet,,,,,"(Bossuyt, 2002)",
58876,Philautus namdaphaensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Philautus,namdaphaensis,,,,,"Sarkar &amp; Sanyal, 1985",
58903,Raorchestes signatus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,signatus,,,,,"(Boulenger, 1882)","Garg&#160;<em>et al.&#160;</em>(2021) compared the two known specimens of&#160;<em>Raorchestes thodai&#160;</em>morphologically with this species and found there was no clear distinction between the two taxa. In addition despite further surveys over the previous decade, no further specimens of&#160;<em>Raorchestes thodai&#160;</em>have been collected and no observations of individuals, which further supports the likelihood that&#160;<em>Raorchestes thodai&#160;</em>is a junior synonym of&#160;this species&#160;(Garg&#160;<em>et al.&#160;</em>2021)."
58926,Raorchestes tinniens,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,tinniens,,,,,"(Jerdon, 1853)","<em>Raorchestes punctatus</em> and R<em>. melanensis</em> (collected by Rao in Karnataka) are considered to be synonyms of this species (Bossuyt and Dubois 2001), but further studies are required to confirm this relationship (S.D. Biju pers. comm.)."
58927,Raorchestes travancoricus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,travancoricus,,,,,"(Boulenger, 1891)",
58983,Rhacophorus calcadensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Rhacophorus,calcadensis,,,,,"Ahl, 1927",
59027,Ghatixalus variabilis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Ghatixalus,variabilis,,,,,"(Jerdon, 1854)","This taxon was transfered to the new genus <span style=""font-style: italic;"">Ghatixalus</span> and is considered to be the sister species of <span style=""font-style: italic;"">Ghatixalus asterops </span>(Biju <span style=""font-style: italic;"">et al.</span> 2008)."
61850,Uperodon assamensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Uperodon,assamensis,,,,,"(Das, Sengupta, Ahmed &amp; Dutta, 2005)",Transferred from <em>Kaloula</em> to <em>Uperodon</em> (Portik <em>et al</em>. 2023).
61885,Raorchestes nerostagona,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,nerostagona,,,,,"(Biju &amp; Bossuyt, 2005)",
135879,Megophrys zunhebotoensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,zunhebotoensis,,,,,"(Mathew &amp; Sen, 2007)","Lyu&#160;<em>et al</em>. (2021) listed this species in&#160;<em>Xenophrys&#160;</em>without comment, and this work was not a revision of&#160;<em>Megophrys</em>. This assessment retains it in&#160;<em>Megophrys</em>&#160;until generic boundaries are more stable."
136045,Nyctibatrachus minimus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,minimus,,,,,"Biju, Van Bocxlaer, Giri, Roelants, Nagaraju &amp; Bossuyt, 2007",
136049,Minervarya nicobariensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Minervarya,nicobariensis,,,,,"(Stoliczka, 1870)","The species named <em>Fejervarya nicobariensis</em> in the 2004 and 2006 IUCN Red List of Threatened Species was in fact <em>Hylarana nicobariensis</em>. The true <em>Fejervarya nicobariensis</em> was inadvertently omitted from the 2004 and 2006 IUCN Red Lists. In 2008 it was assessed. The validity of the species was affirmed by Dubois and Ohler (2000).<br/><br/>This taxon has been moved to the genus <em>Minervarya</em> (Sanchez <em>et al.</em> 2018). There is still some taxonomic uncertainty regards this species, and in particular the range limits need to be determined (S.R. Chandramouli pers. comm. 2020)."
158638,Amolops assamensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Amolops,assamensis,,,,,"Sengupta, Hussain, Choudhury, Gogoi, Ahmed &amp; Choudhury, 2008","Assignment to <em>Amolops</em> based on     association of topotypic  larvae that were not grown to     adulthood; the generic assignment is  therefore provisional     (Frost 2020). Molecular analyses are expected to show that some specimens assigned to this species may belong to a different taxa, although this has not been confirmed (S.&#160;Jayaditya pers. comm. September 2020).<a href=""http://research.amnh.org/vz/herpetology/amphibia/?action=bib&amp;id=12671""></a>"
173018,Nyctibatrachus dattatreyaensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,dattatreyaensis,,,,,"Dinesh, Radhakrishnan &amp; Bhatta, 2008",
186160,Raorchestes chotta,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,chotta,,,,,"(Biju &amp; Bossuyt, 2009)",
186161,Raorchestes coonoorensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,coonoorensis,,,,,"(Biju &amp; Bossuyt, 2009)",
186163,Raorchestes kaikatti,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,kaikatti,,,,,"(Biju &amp; Bossuyt, 2009)",
186165,Raorchestes marki,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,marki,,,,,"(Biju &amp; Bossuyt, 2009)",
186166,Raorchestes sushili,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,sushili,,,,,"(Biju &amp; Bossuyt, 2009)",
187830,Raorchestes chromasynchysi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,chromasynchysi,,,,,"(Biju &amp; Bossuyt, 2009)",
189700,Beduka amboli,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Beduka,amboli,,,,,"Dubois, Ohler &amp; Pyron, 2021","This species has undergone a name change from <em>Xanthophryne tigerinus</em>, which was deemed invalid as it was published in an electronic journal only prior to 2012 (Dubois <em>et al</em>. 2021)."
78521208,Nyctibatrachus kumbara,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,kumbara,,,,,"Gururaja, Dinesh, Priti &amp; Ravikanth, 2014",
79080668,Megophrys oropedion,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,oropedion,,,,,"Mahony, Teeling &amp; Biju, 2013","This is a split from the broader concept of <em>Megophrys parva</em> (Mahony<em> et al.</em> 2013).<br/><br/>Lyu&#160;<em>et al</em>. (2021) listed this species in&#160;<em>Xenophrys&#160;</em>without comment, and this work was not a revision of&#160;<em>Megophrys</em>. This assessment retains it in&#160;<em>Megophrys</em>&#160;until generic boundaries are more stable."
79095367,Mercurana myristicapalustris,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Mercurana,myristicapalustris,,,,,"Abraham, Pyron, Ansil, Zachariah &amp; Zachariah, 2013",
79719834,Beddomixalus bijui,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Beddomixalus,bijui,,,,,"(Zachariah, Dinesh, Radhakrishnan, Kunhikrishnan, Palot &amp; Vishnudas, 2011)",
88368304,Megophrys vegrandis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,vegrandis,,,,,"Mahony, Teeling, &amp; Biju, 2013","This is a split from the broader concept of <em>Megophrys boettgeri</em> (Mahony <em>et al.</em> 2013).<br/><br/>Lyu&#160;<em>et al</em>. (2021) listed this species in&#160;<em>Xenophrys&#160;</em>without comment, and this work was not a revision of&#160;<em>Megophrys</em>. This assessment retains it in&#160;<em>Megophrys</em>&#160;until generic boundaries are more stable."
88378128,Nyctibatrachus anamallaiensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,anamallaiensis,,,,,"(Myers, 1942)",This species has been resurrected from the synonymy of <em>Nyctibatrachus beddomii</em>&#160;by Biju <em>et al</em>. (2007).
89183211,Indirana salelkari,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIXALIDAE,Indirana,salelkari,,,,,"Modak, Dahanukar, Gosavi, &amp; Padhye, 2015",
121370882,Minervarya manoharani,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Minervarya,manoharani,,,,,"(Garg &amp; Biju, 2017)",This is a split from the broader concept of <em>Minervarya&#160;rufescens </em>(as&#160;<em>Fejervarya&#160;</em><em>rufescens</em>) by&#160;Garg and Biju (2017).
165414176,Minervarya goemchi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Minervarya,goemchi,,,,,"(Dinesh, Kulkarni, Swamy &amp; Deepak, 2018)",
88369128,Micrixalus kottigeharensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICRIXALIDAE,Micrixalus,kottigeharensis,,,,,"(Rao, 1937)",Rao (1937) originally described this taxon as&#160;<em>Philautus kottigeharensis</em>&#160;based on a single specimen from Kottigehar. Bossuyt and Dubois (2001) transferred the species from&#160;<em>Philautus&#160;</em>to&#160;<em>Micrixalus</em>. The holotype was lost and recently Bossuyt and Milinkovitch (2001) relocated the species from Bhadrea in Chicamangalore District very near to the type locality.&#160;<br/><br/><em>Micrixalus narainensis </em>and<em> M. swamianus</em> have been synonymised with this species by Biju <em>et al</em>. (2014).
88378424,Nyctibatrachus beddomii,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,beddomii,,,,,"(Boulenger, 1882)",This is a restricted concept of this species following the revalidation of <em>Nyctibatrachus anamallaiensis</em> which was previously placed in synonymy with this species (Biju <em>et al.</em> 2007).
88378891,Nyctibatrachus deccanensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,deccanensis,,,,,"Dubois, 1984","This species was designated a lectotype, its range redelimited, and&#160;<em>Nyctibatrachus sholai</em>&#160;was synonymized within it by&#160;Biju&#160;<em>et al.</em>&#160;(2011)."
33608,Atuna travancorica,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,CHRYSOBALANACEAE,Atuna,travancorica,,,,,(Bedd.) Kosterm.,
169056310,Calophyllum austroindicum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,CALOPHYLLACEAE,Calophyllum,austroindicum,,,,,Kosterm. ex P.F.Stevens,
169056377,Calophyllum pascalianum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,CALOPHYLLACEAE,Calophyllum,pascalianum,,,,,"B.R.Ramesh, Ayyappan &amp; De Franceschi",
169056981,Capparis rheedei,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BRASSICALES,CAPPARACEAE,Capparis,rheedei,,,,,DC.,
31169,Hopea jacobi,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Hopea,jacobi,,,,,C.E.C.Fisch.,
33018,Hopea glabra,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Hopea,glabra,,,,,Wight &amp; Arn.,
33022,Hopea racophloea,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Hopea,racophloea,,,,,Dyer,
33023,Hopea utilis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Hopea,utilis,,,,,(Bedd.) Bole,
169578317,Reinwardtiodendron anamalaiense,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,Reinwardtiodendron,anamalaiense,,,,,(Bedd.) Mabb.,
172580995,Alseodaphnopsis petiolaris,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Alseodaphnopsis,petiolaris,,,,,(Meisn.) H.W.Li &amp; J.Li,
172587745,Dehaasia assamica,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Dehaasia,assamica,,,,,Kosterm.,
172738069,Lindera andamanica,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Lindera,andamanica,,,,,"Chakrab., Lakra &amp; Diwakar",
31185,Cynometra bourdillonii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Cynometra,bourdillonii,,,,,Gamble,
175597058,Machilus kingii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Machilus,kingii,,,,,Hook.f.,
175655434,Cryptocoryne sivadasanii,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,ARACEAE,Cryptocoryne,sivadasanii,,,,,Bogner,
175615495,Phoebe angustifolia,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Phoebe,angustifolia,,,,,Meisn.,
31275,Sloanea tomentosa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,ELAEOCARPACEAE,Sloanea,tomentosa,,,,,(Benth.) Rehder &amp; E.H.Wilson,
176680211,Antidesma khasianum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,PHYLLANTHACEAE,Antidesma,khasianum,,,,,Hook.f.,
176856760,Ormosia robusta,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Ormosia,robusta,,,,,(Wight) Voigt,
176857958,Syzygium khasianum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Syzygium,khasianum,,,,,(Duthie) N.P.Balakr.,
177944137,Premna debiana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Premna,debiana,,,,,A.Rajendran &amp; P.Daniel,
177944393,Premna milleflora,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Premna,milleflora,,,,,C.B.Clarke,
177962982,Dipcadi goaense,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ASPARAGACEAE,Dipcadi,goaense,,,,,"Prabhug., U.S.Yadav &amp; Janarth.",
179054974,Dasymaschalon longiflorum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,Dasymaschalon,longiflorum,,,,,(Roxb.) Finet &amp; Gagnep.,
179207814,Goniothalamus thwaitesii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,Goniothalamus,thwaitesii,,,,,Hook.f. &amp; Thomson,
22693431,Calidris ferruginea,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,ferruginea,,,,,"(Pontoppidan, 1763)","Formerly placed in genus <em>Erolia</em>. Specific name formerly listed as <em>testacea</em>, but <em>ferruginea </em>has priority. Form described as <em>C. paramelanotos</em> (“Cox’s Sandpiper”) shown to be a hybrid between present species and (almost certainly) <em>C. melanotos</em>; <em>C. (Pisobia) cooperi</em> (“Cooper’s Sandpiper”) probably a hybrid between present species and <em>C. acuminata</em>. Monotypic."
181140345,Megophrys awuh,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,awuh,,,,,"Mahony, Kamei, Teeling &amp; Biju, 2020","Lyu&#160;<em>et al</em>. (2021) listed this species in&#160;<em>Xenophrys&#160;</em>without comment, and this work was not a revision of&#160;<em>Megophrys</em>. This assessment retains it in&#160;<em>Megophrys</em>&#160;until generic boundaries are more stable."
181141076,Megophrys dzukou,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,dzukou,,,,,"Mahony, Kamei, Teeling &amp; Biju, 2020","Lyu&#160;<em>et al</em>. (2021) listed this species in&#160;<em>Xenophrys&#160;</em>without comment, and this work was not a revision of&#160;<em>Megophrys</em>. This assessment retains it in&#160;<em>Megophrys</em>&#160;until generic boundaries are more stable."
181473105,Blythophryne beryet,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Blythophryne,beryet,,,,,"Chandramouli, Vasudevan, Harikrishnan, Dutta, Janani, Sharma, Das &amp; Aggarwal, 2016",
181140883,Megophrys numhbumaeng,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,numhbumaeng,,,,,"Mahony, Kamei, Teeling &amp; Biju, 2020","Lyu&#160;<em>et al</em>. (2021) listed this species in&#160;<em>Xenophrys&#160;</em>without comment, and this work was not a revision of&#160;<em>Megophrys</em>. This assessment retains it in&#160;<em>Megophrys</em>&#160;until generic boundaries are more stable."
176848640,Alphonsea zeylanica,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,Alphonsea,zeylanica,,,,,Hook.f. &amp; Thomson,
186884431,Pecteilis triflora,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Pecteilis,triflora,,,,,(D.Don) Tang &amp; F.T.Wang,
184539455,Crepidium aphyllum,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Crepidium,aphyllum,,,,,(King &amp; Pantl.) A.N.Rao,
186884507,Peristylus sahanii,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Peristylus,sahanii,,,,,"Kumar, G.S.Rawat &amp; Jalal",
186884978,Eulophia obtusa,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Eulophia,obtusa,,,,,(Lindl.) Hook.f.,
186885185,Habenaria sahyadrica,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Habenaria,sahyadrica,,,,,"K.M.P.Kumar, Nirmesh, V.B.Sreek. &amp; Kumar",
187022603,Murdannia assamica,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,COMMELINALES,COMMELINACEAE,Murdannia,assamica,,,,,Nampy &amp; Ancy,
187022663,Murdannia brownii,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,COMMELINALES,COMMELINACEAE,Murdannia,brownii,,,,,Nandikar &amp; Gurav,
187024265,Murdannia saddlepeakensis,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,COMMELINALES,COMMELINACEAE,Murdannia,saddlepeakensis,,,,,M.V.Ramana &amp; Nandikar,
187025460,Murdannia sanjappae,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,COMMELINALES,COMMELINACEAE,Murdannia,sanjappae,,,,,M.C.Naik &amp; B.R.P.Rao,
186301014,Oberonia bopannae,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Oberonia,bopannae,,,,,Chowlu &amp; Kumar,
191546628,Adelocaryum lambertianum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BORAGINALES,BORAGINACEAE,Adelocaryum,lambertianum,,,,,(C.B.Clarke) R.R.Mill,
191547129,Adelocaryum malabaricum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BORAGINALES,BORAGINACEAE,Adelocaryum,malabaricum,,,,,(C.B.Clarke) Brand,
191547570,Amorphophallus smithsonianus,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,ARACEAE,Amorphophallus,smithsonianus,,,,,Sivadasan,
191681904,Distimake rhyncorhiza,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SOLANALES,CONVOLVULACEAE,Distimake,rhyncorhiza,,,,,(Dalzell) A.R.Simões &amp; Staples,
